Lead Origin,Lead Source,Do Not Email,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Specialization,What is your current occupation,City,A free copy of Mastering The Interview,Last Notable Activity,lead_score,actual_converted,assigned_rep
Landing Page Submission,Press_Release,Yes,0,6.0,358,6.0,Page Visited on Website,Supply Chain Management,Unemployed,Mumbai,Yes,Modified,0.21715145926066315,0,Rep_B
Landing Page Submission,Google,Yes,0,2.0,435,2.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.21715121222530748,0,Rep_C
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Other Cities,No,Email Opened,0.21661245194066536,1,Rep_D
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Other Cities,No,Email Opened,0.21661245194066536,1,Rep_B
API,Organic Search,No,0,3.0,273,3.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.21554815225455404,0,Rep_C
Landing Page Submission,Google,No,0,7.0,15,2.33,Email Opened,Marketing Management,Unemployed,Mumbai,No,Email Opened,0.21472057886043863,0,Rep_D
Landing Page Submission,Organic Search,No,0,8.0,297,8.0,Email Opened,Healthcare Management,Unemployed,Other Cities of Maharashtra,Yes,Email Opened,0.21450233464051194,0,Rep_B
API,Google,No,0,2.0,419,2.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.21405771062216153,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,7.0,250,1.4,Email Link Clicked,Healthcare Management,Unemployed,Other Cities,No,Email Link Clicked,0.21358198578504187,0,Rep_D
API,Google,No,0,2.0,334,1.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.21340285321816008,0,Rep_B
API,Google,No,1,3.0,165,3.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.21305967063779155,1,Rep_C
Landing Page Submission,Direct Traffic,No,0,2.0,332,2.0,Email Opened,International Business,Unemployed,Other Cities of Maharashtra,Yes,Email Opened,0.21259823454832358,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,371,2.0,Email Opened,Operations Management,Unemployed,Mumbai,Yes,Email Opened,0.21190451667787663,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,Mumbai,No,Email Opened,0.2118468519991652,0,Rep_C
API,Google,No,0,5.0,324,2.5,Email Opened,Finance Management,Unemployed,Mumbai,No,Modified,0.21179048245709894,0,Rep_D
API,Organic Search,No,0,5.0,193,5.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Modified,0.21080788246628002,0,Rep_B
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Unemployed,Mumbai,No,Email Opened,0.21048860986465354,1,Rep_C
Landing Page Submission,Google,No,0,4.0,75,4.0,Email Opened,Human Resource Management,Unemployed,Thane & Outskirts,No,Email Opened,0.21048220504543722,0,Rep_D
API,Google,No,0,4.0,229,1.33,Email Opened,Finance Management,Unemployed,Mumbai,No,Modified,0.2102460703439421,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Healthcare Management,Unemployed,Mumbai,No,Email Opened,0.20958666931447595,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Email Link Clicked,Finance Management,Unemployed,Mumbai,No,Modified,0.20917282936410841,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Email Link Clicked,Finance Management,Unemployed,Mumbai,No,Modified,0.20917282936410841,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Email Link Clicked,Finance Management,Unemployed,Mumbai,No,Modified,0.20917282936410841,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Email Link Clicked,Finance Management,Unemployed,Mumbai,No,Modified,0.20917282936410841,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_B
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_B
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_D
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_C
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_C
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_B
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_B
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_D
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_B
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_C
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_B
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_B
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_C
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_B
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_D
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_D
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_B
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_D
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_B
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_C
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_D
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_C
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,1,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20913676526439695,0,Rep_D
API,Organic Search,No,0,1.0,100,1.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.208745527350137,0,Rep_B
API,Google,No,0,3.0,312,1.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.2084261912134103,0,Rep_C
Landing Page Submission,Organic Search,No,0,7.0,52,7.0,Email Opened,Human Resource Management,Unemployed,Mumbai,No,Email Opened,0.20837527610445453,0,Rep_D
API,Olark Chat,No,0,3.0,101,1.5,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20815527299627568,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,2.0,362,2.0,Email Opened,IT Projects Management,Unemployed,Mumbai,Yes,Email Opened,0.20716335383014045,0,Rep_C
Landing Page Submission,Google,No,0,6.0,351,6.0,Email Opened,E-COMMERCE,Unemployed,Other Cities of Maharashtra,Yes,Modified,0.2070114285026864,0,Rep_D
Landing Page Submission,Google,No,0,6.0,307,6.0,Email Opened,Human Resource Management,Unemployed,Mumbai,No,Email Opened,0.2069505975723418,0,Rep_B
API,Google,No,0,2.0,14,2.0,Page Visited on Website,Finance Management,Unemployed,Mumbai,No,Modified,0.20642046837119235,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,5.0,203,5.0,Page Visited on Website,Marketing Management,Unemployed,Mumbai,Yes,Modified,0.20615636622026667,0,Rep_D
Landing Page Submission,Google,No,0,6.0,49,2.0,Email Opened,Operations Management,Unemployed,Mumbai,Yes,Modified,0.20612619577803407,0,Rep_B
API,Google,No,0,2.0,393,2.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.2055554011022154,0,Rep_C
API,Organic Search,No,0,3.0,241,3.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.20506604205912,0,Rep_D
API,Google,No,0,4.0,46,2.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.20358239339915243,0,Rep_B
API,Organic Search,No,0,5.0,442,5.0,Email Link Clicked,Finance Management,Unemployed,Mumbai,No,Email Link Clicked,0.20312967779146632,0,Rep_C
Landing Page Submission,Organic Search,No,0,6.0,135,6.0,Email Opened,Supply Chain Management,Unemployed,Mumbai,Yes,Email Opened,0.2015974126285254,0,Rep_D
Landing Page Submission,Direct Traffic,Yes,0,2.0,576,2.0,SMS Sent,Marketing Management,Unemployed,Mumbai,Yes,Modified,0.2015943683815129,0,Rep_B
API,Organic Search,No,0,6.0,100,3.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20137147604302905,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,3.0,333,3.0,Converted to Lead,Marketing Management,Unemployed,Mumbai,No,Modified,0.2011795903097579,0,Rep_D
API,Organic Search,No,0,7.0,133,3.5,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.20084183745058268,0,Rep_B
Landing Page Submission,Google,No,0,3.0,49,3.0,Email Opened,Rural and Agribusiness,Unemployed,Mumbai,No,Email Opened,0.20061182775621136,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,6.0,252,6.0,Page Visited on Website,Travel and Tourism,Unemployed,Mumbai,Yes,Modified,0.2005516282788085,0,Rep_D
Landing Page Submission,Direct Traffic,No,1,4.0,913,4.0,Email Opened,E-Business,Student,Other Metro Cities,Yes,Email Opened,0.20034935819794675,1,Rep_B
Landing Page Submission,Organic Search,No,0,6.0,87,6.0,Email Opened,Operations Management,Unemployed,Other Cities of Maharashtra,Yes,Email Opened,0.19898289515621276,0,Rep_C
API,Google,No,0,2.0,371,2.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.19855871660771615,0,Rep_D
API,Google,No,0,2.0,42,2.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.1979852019124759,0,Rep_B
API,Google,No,0,2.0,369,2.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.19793162232803865,0,Rep_C
API,Organic Search,No,0,7.0,14,3.5,Email Opened,Finance Management,Unemployed,Mumbai,No,Modified,0.1977351597526479,0,Rep_D
API,Organic Search,No,0,2.0,30,2.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.19686046480182243,0,Rep_B
API,Direct Traffic,No,0,2.0,205,2.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.19649021500572175,0,Rep_C
API,Organic Search,Yes,0,10.0,371,3.33,Page Visited on Website,Finance Management,Unemployed,Mumbai,No,Page Visited on Website,0.1958439718344088,0,Rep_D
API,Google,No,0,2.0,362,2.0,Email Link Clicked,Finance Management,Unemployed,Mumbai,No,Modified,0.1957828729405067,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,2.0,270,2.0,Email Opened,Marketing Management,Unemployed,Other Cities of Maharashtra,Yes,Email Opened,0.19326650289848174,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,4.0,301,2.0,Email Opened,Marketing Management,Unemployed,Mumbai,Yes,Email Opened,0.19309609531437819,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,1.0,161,1.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.19247991385164315,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Email Bounced,Finance Management,Unemployed,Mumbai,No,Modified,0.19194051977603377,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,2.0,262,2.0,Email Opened,Operations Management,Unemployed,Other Cities of Maharashtra,Yes,Email Opened,0.1916585930837095,0,Rep_D
Landing Page Submission,Organic Search,No,0,11.0,30,5.5,Email Opened,Retail Management,Unemployed,Mumbai,Yes,Email Opened,0.19119594231688464,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,2.0,253,2.0,Email Opened,Business Administration,Unemployed,Other Metro Cities,Yes,Email Opened,0.19118914726199326,0,Rep_C
API,Google,No,1,2.0,28,2.0,Email Link Clicked,Hospitality Management,Working Professional,Mumbai,No,Email Link Clicked,0.1910354854062007,1,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,310,2.0,Email Opened,IT Projects Management,Unemployed,Mumbai,Yes,Email Opened,0.1908202063685282,0,Rep_B
Landing Page Submission,Google,No,0,3.0,4,3.0,Email Opened,Finance Management,Unemployed,Other Cities,No,Email Opened,0.1894164066603741,0,Rep_C
Landing Page Submission,Google,No,0,4.0,101,4.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.1888712947291665,0,Rep_D
API,Google,No,0,2.0,11,2.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.18845383981177696,0,Rep_B
API,Organic Search,No,0,2.0,111,2.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.18830060755490327,0,Rep_C
Landing Page Submission,Organic Search,Yes,0,5.0,71,5.0,SMS Sent,Supply Chain Management,Unemployed,Other Metro Cities,Yes,SMS Sent,0.18770232205174986,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,158,2.0,Email Opened,Rural and Agribusiness,Unemployed,Other Cities,Yes,Modified,0.18719649233048014,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,2.0,81,2.0,Form Submitted on Website,Human Resource Management,Unemployed,Mumbai,Yes,Modified,0.18712364816685464,0,Rep_C
Landing Page Submission,Organic Search,No,0,8.0,226,8.0,Email Opened,IT Projects Management,Unemployed,Other Cities,Yes,Email Opened,0.1862561289854617,0,Rep_D
API,Google,No,0,2.0,327,2.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.18510663010231834,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,1.0,136,1.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.1849304881419728,0,Rep_C
API,Google,No,0,2.0,217,2.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Modified,0.18484809823595522,0,Rep_D
Landing Page Submission,Google,No,1,4.0,25,4.0,Email Opened,Operations Management,Unemployed,Other Cities of Maharashtra,No,Email Opened,0.18297744903447402,1,Rep_B
API,Google,No,0,5.0,220,5.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.1826262413713394,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,1.0,303,1.0,Converted to Lead,Supply Chain Management,Unemployed,Mumbai,Yes,Modified,0.18222973636180934,0,Rep_D
API,Google,No,0,1.0,349,1.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.18193612257850367,0,Rep_B
Landing Page Submission,Google,No,0,6.0,212,6.0,Email Opened,Retail Management,Unemployed,Mumbai,No,Email Opened,0.18027238169288468,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,2.0,87,2.0,Email Link Clicked,Finance Management,Unemployed,Mumbai,No,Modified,0.18017261371617863,0,Rep_D
API,Organic Search,No,0,4.0,127,4.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.1801613173357264,0,Rep_B
Landing Page Submission,Organic Search,No,0,8.0,106,8.0,Email Opened,Travel and Tourism,Unemployed,Mumbai,Yes,Modified,0.18003330904854598,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,2.0,201,2.0,Email Opened,Marketing Management,Unemployed,Other Metro Cities,Yes,Email Opened,0.17939967975353413,0,Rep_D
API,Google,No,0,1.0,339,1.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.1790184626986245,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,6.0,195,6.0,Page Visited on Website,Finance Management,Unemployed,Mumbai,Yes,Modified,0.17790193310542432,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,1.0,111,1.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.1776120381043458,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,269,2.0,Email Opened,Healthcare Management,Unemployed,Mumbai,Yes,Email Opened,0.17744951711272605,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,3.0,505,3.0,Email Link Clicked,Human Resource Management,Unemployed,Mumbai,Yes,Email Link Clicked,0.17715792270754468,0,Rep_C
Landing Page Submission,Google,No,0,9.0,278,9.0,Email Opened,Marketing Management,Unemployed,Other Cities of Maharashtra,No,Modified,0.1767098611138067,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,1.0,300,1.0,Converted to Lead,Finance Management,Unemployed,Mumbai,Yes,Modified,0.17655751779636533,0,Rep_B
Landing Page Submission,Google,No,0,5.0,104,5.0,Email Opened,International Business,Unemployed,Other Cities,No,Email Opened,0.1760240963901145,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,18.0,488,6.0,Email Opened,Finance Management,Unemployed,Mumbai,Yes,Email Opened,0.17600951722212113,0,Rep_D
API,Organic Search,Yes,0,11.0,251,1.83,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.17488685253831665,0,Rep_B
API,Google,No,0,1.0,322,1.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.1741426289243736,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,2.0,253,2.0,Email Opened,IT Projects Management,Unemployed,Mumbai,Yes,Email Opened,0.17405845196983954,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,3.0,300,3.0,Email Opened,Operations Management,Unemployed,Other Cities,Yes,Email Opened,0.17375976678998656,0,Rep_B
API,Google,No,0,6.0,481,6.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Modified,0.1730455094319491,0,Rep_C
API,Google,No,0,1.0,316,1.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.17244695056092343,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,1.0,526,1.0,Converted to Lead,Finance Management,Student,Other Cities of Maharashtra,No,Modified,0.17212549419491502,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,4.0,241,2.0,Email Opened,Business Administration,Unemployed,Mumbai,Yes,Email Opened,0.17181193439460607,0,Rep_C
API,Olark Chat,Yes,0,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.17126379965907418,0,Rep_D
API,Olark Chat,Yes,0,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.17126379965907418,0,Rep_B
API,Olark Chat,Yes,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.17126379965907418,1,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Student,Mumbai,No,Olark Chat Conversation,0.17124339344479036,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Student,Mumbai,No,Olark Chat Conversation,0.17124339344479036,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,7.0,522,7.0,Email Opened,Supply Chain Management,Unemployed,Thane & Outskirts,Yes,Email Opened,0.1711227180565514,0,Rep_C
Landing Page Submission,Direct Traffic,Yes,0,1.0,832,1.0,Email Bounced,IT Projects Management,Unemployed,Tier II Cities,Yes,Modified,0.17097672951411283,0,Rep_D
API,Direct Traffic,No,1,8.0,568,4.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.1701890969893519,1,Rep_B
API,Organic Search,No,0,3.0,124,3.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.16998525935216072,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,5.0,472,5.0,Email Opened,Finance Management,Unemployed,Mumbai,Yes,Email Opened,0.16982832516863283,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,170,2.0,Email Opened,IT Projects Management,Unemployed,Other Metro Cities,Yes,Email Opened,0.1698050761929048,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,4.0,289,4.0,Email Opened,Business Administration,Unemployed,Mumbai,Yes,Modified,0.16932294365690384,0,Rep_C
API,Google,No,0,2.0,189,1.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.16930306490302968,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,3.0,477,3.0,Email Link Clicked,Human Resource Management,Unemployed,Mumbai,Yes,Email Link Clicked,0.1692491452773073,0,Rep_B
